airID,airline,airlinealias,IATA,ICAO,callsign,country,active
3843,PTL Luftfahrtunternehemen,\N,NA,KST,KING STAR,Germany,N
3844,Paccair,\N,NA,WIS,WISCAIR,United States,N
3845,Pace Airlines,\N,Y5,PCE,PACE,United States,N
3846,Pacific Air Boats,\N,NA,PAB,AIR BOATS,Canada,N
3847,Pacific Air Charter,\N,NA,PRC,PACIFIC CHARTER,United States,N
3848,Pacific Air Express,\N,NA,PCF,PACIFIC EXPRESS,United States,N
3849,Pacific Air Transport,\N,NA,PXP,PAK EXPRESS,United States,N
3850,Jetstar Pacific,Pacific Airlines,BL,PIC,PACIFIC AIRLINES,Vietnam,Y
3851,Pacific Alaska Airlines,\N,NA,PAK,PACIFIC ALASKA,United States,N
3852,Pacific Aviation (Australia),\N,NA,PCV,PACAV,Australia,N
3853,Pacific Aviation (United States),\N,NA,PCX,NA,United States,N
3854,Pacific Blue,\N,DJ,PBN,BLUEBIRD,New Zealand,N
3855,Pacific Coast Airlines,\N,NA,PQA,SAGE BRUSH,United States,N
3856,Pacific Coastal Airline,\N,8P,PCO,PASCO,Canada,Y
3857,Pacific East Asia Cargo Airlines,\N,Q8,PEC,PAC-EAST CARGO,Philippines,Y
3858,Pacific Flight Services,\N,NA,PFA,PACIFIC SING,Singapore,N
3859,Pacific International Airlines,\N,NA,PIN,ROAD RUNNERS,United States,N
3860,Pacific Island Aviation,\N,NA,PSA,PACIFIC ISLE,United States,Y
3861,Pacific Jet,\N,NA,PCJ,PACIFIC JET,United States,N
3862,Pacific Pearl Airways,\N,NA,PPM,PACIFIC PEARL,Philippines,N
3863,Pacific Rim Airways,\N,NA,PAR,PACRIM,Australia,N
3864,Pacific Southwest Airlines,\N,PS,PSX,SMILEY,United States,N
3865,Pacific Wings,\N,LW,NMI,TSUNAMI,United States,Y
3866,Pacificair,\N,GX,NA,NA,Philippines,N
3867,Pacificair Airlines,\N,NA,PFR,PACIFIC WEST,United States,N
3868,Package Express,\N,NA,RCY,RACE CITY,United States,N
3869,Paisajes Espanoles,\N,NA,PAE,PAISAJES,Spain,N
3870,Pak West Airlines,\N,NA,PKW,PLATINUM WEST,United States,N
3871,Pakistan International Airlines,PIA Pakistan International,PK,PIA,PAKISTAN,Pakistan,Y
3872,Pakker Avio,\N,NA,PKR,PAKKER AVIO,Estonia,N
3873,Pal Aerolineas,\N,NA,LPA,LINEASPAL,Mexico,N
3874,Palau Asia Pacific Airlines,\N,NA,PPC,PALAU ASIAPAC,Palau,N
3875,Palau Trans Pacific Airline,\N,GP,PTP,TRANS PACIFIC,Palau,N
3876,Palestinian Airlines,\N,PF,PNW,PALESTINIAN,Egypt,N
3877,Palmer Aviation,\N,NA,JSP,PALMER,United Kingdom,N
3878,Pamir Airways,\N,NR,PIR,PAMIR,Afghanistan,N
3879,Pan African Air Services,\N,NA,PFN,PANAFRICAN,Sierra Leone,N
3880,Pan African Airways,\N,NA,ODM,NA,Kenya,N
3881,Pan Air,\N,NA,PAX,PANNEX,United States,N
3882,Pan Am Weather Systems,\N,NA,XPA,NA,United States,N
3883,Pan Am World Airways,\N,NA,PWD,NA,Dominican Republic,N
3885,Pan American Airways,\N,PA,PAA,NA,United States,N
3886,Pan American World Airways,\N,PA,PAA,CLIPPER,United States,N
3887,Pan Europeenne Air Service,\N,NA,PEA,NA,France,N
3888,Pan Havacilik Ve Ticaret,\N,NA,PHT,PANANK,Turkey,N
3889,Pan Malaysian Air Transport,\N,NA,PMA,PAN MALAYSIA,Malaysia,N
3890,Pan-Air,\N,NA,PNC,PANAIRSA,Mexico,N
3891,Panafrican Airways,\N,PQ,PNF,PANWAYS,Ivory Coast,N
3892,Panagra Airways,\N,NA,PGI,PANAGRA,United States,N
3893,Panamedia,\N,NA,PEI,PANAMEDIA,Spain,N
3894,Panavia,\N,NA,PVI,NA,Panama,N
3895,Panh,\N,NA,PNH,KUBAN LIK,Russia,N
3896,Pannon Air Service,\N,NA,PHU,PANNON,Hungary,N
3897,Panorama,\N,NA,PNM,PANORAMA,Spain,N
3898,Panorama Air Tour,\N,NA,PAH,LANI,United States,N
3899,Panorama Flight Service,\N,NA,AFD,AIRFED,United States,N
3900,Pantanal Linhas Aéreas,\N,P8,PTN,PANTANAL,Brazil,N
3901,Papair Terminal,\N,NA,HMP,PAPAIR TERMINAL,Haiti,N
3902,Paradise Airways,\N,NA,PAI,SEA RAY,United States,N
3903,Paradise Island Airways,\N,NA,PDI,PARADISE ISLAND,United States,N
3904,Paragon Air Express,\N,NA,PGX,PARAGON EXPRESS,United States,N
3905,Paragon Global Flight Support,\N,NA,PGF,NA,United Kingdom,N
3906,Paramount Airlines,\N,NA,PRR,PARAMOUNT,Sierra Leone,N
3907,Paramount Airways,\N,I7,PMW,PARAWAY,India,Y
3908,Parcel Express,\N,NA,APE,AIR PARCEL,United States,N
3909,Pariz Air,\N,NA,IRE,PARIZAIR,Iran,N
3910,Pars Aviation Service,\N,NA,PRA,PARSAVIA,Iran,N
3911,Parsa,\N,NA,PST,TURISMO REGIONAL,Panama,N
3912,Parsons Airways Northern,\N,NA,FAP,NA,Canada,N
3913,Pascan Aviation,\N,NA,PSC,PASCAN,Canada,N
3914,Passaredo Transportes Aereos,\N,NA,PTB,PASSAREDO,Brazil,Y
3915,Patria Cargas Aereas,\N,NA,PTC,PATRIA,Argentina,N
3916,Patriot Aviation Limited,\N,NA,BYT,BYTE,United Kingdom,N
3917,Patterson Aviation Company,\N,NA,ETL,ENTEL,United States,N
3918,Pawan Hans,\N,NA,PHE,PAWAN HANS,India,N
3919,Payam Air,\N,NA,IRP,PAYAMAIR,Iran,N
3920,Peach Air,\N,NA,KGC,GOLDCREST,United Kingdom,N
3921,Pearl Air,\N,NA,PRL,PEARL LINE,Pakistan,N
3922,Pearl Air Services,\N,NA,PBY,PEARL SERVICES,Uganda,N
3923,Pearl Airways,\N,HP,HPA,PEARL AIRWAYS,Haiti,N
3924,Peau Vava%Gʻ%@u,\N,NA,PVU,PEAU,Tonga,N
3925,Pecotox Air,\N,NA,PXA,PECOTOX,Moldova,N
3926,Pegasus Airlines,\N,PC,PGT,SUNTURK,Turkey,Y
3927,Pegasus Aviation,\N,NA,PEV,PEGAVIATION,Greece,N
3928,Pegasus Hava Tasimaciligi,\N,1I,NA,NA,Turkey,N
3929,Pegasus Helicopters,\N,NA,HAK,HELIFALCON,Norway,N
3930,Pelican Air Services,\N,NA,PDF,PELICAN AIRWAYS,South Africa,N
3931,Pelican Express,\N,NA,PEX,PELICAN EXPRESS,United States,N
3932,Pelita Air Service,\N,NA,PAS,PELITA,Indonesia,N
3933,Pem-Air,\N,NA,PEM,PEM-AIR,Canada,N
3934,Pen-Avia,\N,NA,PDY,PENDLEY,United Kingdom,N
3935,Peninsula Airways,\N,KS,PEN,PENINSULA,United States,Y
3936,Peninter Aerea,\N,NA,PNE,PENINTER,Mexico,N
3937,Penya De L'Aire,\N,NA,PCA,PENA DEL AIRE,Spain,N
3938,Peran,\N,NA,CVT,CVETA,Kazakhstan,N
3939,Perforadora Central,\N,NA,PCC,PERFORADORA CENTRAL,Mexico,N
3940,Perimeter Aviation,\N,NA,PAG,PERIMETER,Canada,N
3941,Perm Airlines,\N,P9,PGP,PERM AIR,Russia,N
3942,Personas Y Pasquetes Por Air,\N,NA,PPQ,PERSONSPAQ,Mexico,N
3943,Peruvian Air Force,\N,NA,FPR,NA,Peru,N
3944,Peruvian Navy,\N,NA,INP,NA,Peru,N
3945,Petroleos Mexicanos,\N,NA,PMX,PEMEX,Mexico,N
3946,Petroleum Helicopters,\N,NA,PHM,PETROLEUM,United States,N
3947,Petroleum Helicopters de Colombia,\N,NA,PHC,HELICOPTERS,Colombia,N
3948,Petropavlovsk-Kamchatsk Air Enterprise,\N,NA,PTK,PETROKAM,Russia,N
3949,Petty Transport,\N,NA,PTY,PETTY,United States,N
3950,Phenix Aviation,\N,NA,PHV,NEW BIRD,France,N
3951,Phetchabun Airline,\N,NA,PMY,PHETCHABUN AIR,Thailand,N
3952,Philippine Airlines,\N,PR,PAL,PHILIPPINE,Philippines,Y
3953,Philips Aviation Services,\N,NA,PHI,PHILAIR,Netherlands,N
3954,Phillips Air,\N,NA,BCH,BEACHBALL,United States,N
3955,Phillips Alaska,\N,NA,PDD,PADA,United States,N
3956,Phillips Michigan City Flying Service,\N,NA,PHL,PHILLIPS,United States,N
3957,Phoebus Apollo Aviation,\N,NA,PHB,PHOEBUS,South Africa,N
3958,Phoebus Apolloa Zambia,\N,NA,KZM,CARZAM,Zambia,N
3959,Phoenix Air Group,\N,NA,PHA,GRAY BIRD,United States,N
3960,Phoenix Air Lines,\N,NA,PHN,PHOENIX BRASIL,Brazil,N
3961,Phoenix Air Service,\N,NA,PAM,PHOENIX,Germany,N
3962,Phoenix Air Transport,\N,NA,PPG,PAPAGO,United States,N
3963,Phoenix Airline Services,\N,NA,WDY,WINDYCITY,United States,N
3964,Phoenix Airways,\N,HP,NA,NA,Switzerland,N
3965,Phoenix Avia,\N,NA,PHY,PHOENIX ARMENIA,Armenia,N
3966,Phoenix Aviation,\N,NA,PHG,PHOENIX GROUP,Kyrgyzstan,N
3967,Phoenix Flight Operations,\N,NA,XPX,NA,United States,N
3968,Phuket Air,\N,9R,VAP,PHUKET AIR,Thailand,N
3969,Piedmont Airlines (1948-1989),\N,PI,PDT,PIEDMONT,United States,Y
3970,Pilatus Flugzeugwerke,\N,NA,PCH,PILATUS WINGS,Switzerland,N
3971,Pilatus PC-12 Center De Mexico,\N,NA,PLU,PILATUS MEXICO,Mexico,N
3972,Pimichikamac Air,\N,NA,MKS,MIKISEW,Canada,N
3973,Pineapple Air,\N,NA,PNP,PINEAPPLE AIR,Bahamas,N
3974,Pinframat,\N,NA,PIM,PINFRAMAT,Angola,N
3975,Pinnacle Air Group,\N,NA,PCL,PINNACLE GROUP,United States,N
3976,Pinnacle Airlines,\N,9E,FLG,FLAGSHIP,United States,Y
3977,Pioneer Airlines,\N,NA,PIO,PIONEER,United States,N
3978,Pioneers Limited,\N,NA,PER,NA,Pakistan,N
3979,Pirinair Express,\N,NA,PRN,PRINAIR EXPRESS,Spain,N
3980,Planar,\N,NA,PLN,PLANAR,Angola,N
3981,Planemaster Services,\N,NA,PMS,PLANEMASTER,United States,N
3982,Planet Airways,\N,NA,PLZ,PLANET,United States,N
3983,Players Air,\N,NA,PYZ,PLAYERS AIR,United States,N
3984,Ploizeihubschrauberstaffel Hamburg,\N,NA,LIB,LIBELLE,Germany,N
3985,Plymouth School of Flying,\N,NA,PSF,LIZARD,United Kingdom,N
3986,Pocono Air Lines,\N,NA,POC,POCONO,United States,N
3987,Podilia-Avia,\N,NA,PDA,PODILIA,Ukraine,N
3988,Point Afrique Niger,\N,NA,PAZ,POINTAIR NIGER,Niger,N
3989,Point Airlines,\N,NA,RMI,POINT AIRLINE,Nigeria,N
3990,Pointair Burkina,\N,NA,PAW,POINTAIR BURKINA,Burkina Faso,N
3991,Points of Call Airlines,\N,NA,PTS,POINTSCALL,Canada,N
3992,Polar Air Cargo,\N,PO,PAC,POLAR,United States,N
3993,Polar Airlines de Mexico,\N,NA,PMO,POLAR MEXICO,Mexico,N
3994,Polestar Aviation,\N,NA,PSR,POLESTAR,United Kingdom,N
3995,Polet,\N,NA,POT,POLET,Russia,Y
3996,Police Aux Frontiers,\N,NA,POF,AIRPOL,France,N
3997,Police Aviation Services,\N,NA,PLC,SPECIAL,United Kingdom,N
3998,Polish Air Force,\N,NA,PLF,POLISH AIRFORCE,Poland,N
3999,Polish Navy,\N,NA,PNY,POLISH NAVY,Poland,N
4000,Polizeifliegerstaffel Nordrhein-Westfalen,\N,NA,NRW,HUMMEL,Germany,N
4001,Polizeihibschrauberstaffel Neidersachsen,\N,NA,PPH,POLICE PHOENIX,Germany,N
4002,Polizeihuberschrauberstaffel Sachsen-Anhalt,\N,NA,PIK,POLICE IKARUS,Germany,N
4003,Polizeihubschrafterstaffel Rheinland-Pfalz,\N,NA,SRP,SPERBER,Germany,N
4004,Polizeihubschrauberstaffel Baden-Wurtemberg,\N,NA,PBW,BUSSARD,Germany,N
4005,Polizeihubschrauberstaffel Bayern,\N,NA,EDL,POLICE EDELWEISS,Germany,N
4006,Polizeihubschrauberstaffel Brandenburg,\N,NA,PBB,ADEBAR,Germany,N
4007,Polizeihubschrauberstaffel Hessen,\N,NA,PHH,IBIS,Germany,N
4008,Polizeihubschrauberstaffel Mecklenburg-Vorpommern,\N,NA,PMV,POLICE MERLIN,Germany,N
4009,Polizeihubschrauberstaffel Sachsen,\N,NA,PHS,PASSAT,Germany,N
4010,Polizeihubschrauberstaffel Thuringen,\N,NA,HBT,HABICHT,Germany,N
4011,Polo Aviation,\N,NA,CUK,CHUKKA,United Kingdom,N
4012,Polynesian Air-Ways,\N,NA,PLA,POLYAIR,United States,N
4013,Polynesian Airlines,\N,PH,PAO,POLYNESIAN,Samoa,Y
4014,Polynesian Blue,\N,DJ,PLB,POLYBLUE,New Zealand,N
4015,Polyot Sirena,\N,1U,NA,NA,Russia,N
4016,Pond Air Express,\N,NA,PND,POND AIR,United States,N
4017,Pont International Airline Services,\N,NA,PSI,PONT,Suriname,N
4018,Pool Aviation,\N,NA,PLX,POOLEX,United Kingdom,N
4019,Port Townsend Airways,\N,NA,PTQ,TOWNSEND,United States,N
4020,Porteadora De Cosola,\N,NA,POR,PORTEADORA,Mexico,N
4021,Porter Airlines,\N,PD,POE,PORTER AIR,Canada,Y
4022,Portugalia,\N,NI,PGA,PORTUGALIA,Portugal,Y
4023,Portuguese Air Force,\N,NA,AFP,PORTUGUESE AIR FORCE,Portugal,N
4024,Portuguese Army,\N,NA,POA,PORTUGUESE ARMY,Portugal,N
4025,Portuguese Navy,\N,NA,PON,PORTUGUESE NAVY,Portugal,N
4026,Potomac Air,\N,BK,PDC,DISTRICT,United States,Y
4027,Potosina Del Aire,\N,NA,PSN,POTOSINA,Mexico,N
4028,Powell Air,\N,NA,PWL,POWELL AIR,Canada,N
4029,Prairie Flying Service,\N,NA,PFS,PRAIRIE,United States,N
4030,Pratt and Whitney Canada,\N,NA,PWC,PRATT,Canada,N
4031,Precision Air,\N,PW,PRF,PRECISION AIR,Tanzania,Y
4032,Precision Airlines,\N,NA,PRE,PRECISION,United States,N
4033,Premiair,\N,NA,BAT,BALLISTIC,Luxembourg,N
4034,Premiair Aviation Services,\N,NA,PGL,PREMIERE,United Kingdom,N
4035,Premiair Fliyng Club,\N,NA,PME,ADUR,United Kingdom,N
4036,Premium Air Shuttle,\N,NA,EMI,BLUE SHUTTLE,Nigeria,N
4037,Premium Aviation,\N,NA,PMU,PREMIUM,Germany,N
4038,Presidence Du Faso,\N,NA,BFA,NA,Burkina Faso,N
4039,Presidencia de La Republica de Guinea Ecuatorial,\N,NA,ONM,NA,Equatorial Guinea,N
4040,President Airlines,null,TO,PSD,NA,Cambodia,N
4041,Presidential Aviation,\N,NA,PRD,PRESIDENTIAL,United States,N
4042,Priester Aviation,\N,NA,PWA,PRIESTER,United States,N
4043,Primair,\N,NA,PMM,PRIMAVIA,Russia,N
4044,Primaris Airlines,\N,FE,WCP,WHITECAP,United States,N
4045,Primas Courier,\N,NA,PMC,PRIMAC,United States,N
4046,Primavia Limited,\N,NA,CRY,CARRIERS,United Kingdom,N
4047,Prime Air,\N,NA,PRM,PRIME AIR,United States,N
4048,Prime Aviation,\N,NA,PKZ,PRAVI,Kazakhstan,N
4049,Prince Edward Air,\N,NA,CME,COMET,Canada,N
4050,Princely Jets,\N,NA,PJP,PRINCELY JETS,Pakistan,N
4051,Princess Air,\N,8Q,NA,NA,NA,N
4052,Princeton Aviation Corporation,\N,NA,PCN,PRINCETON,United States,N
4053,Priority Air Charter,\N,NA,PRY,PRIORITY AIR,United States,N
4054,Priority Air Transport,\N,NA,PAT,PAT,United States,N
4055,Priority Aviation Company,\N,NA,BCK,BANKCHECK,United States,N
4056,Privatair,\N,NA,PTI,PRIVATAIR,Switzerland,Y
4057,Private Jet Expeditions,\N,NA,PJE,PEE JAY,United States,N
4058,Private Jet Management,\N,NA,PJA,PRIVATE FLIGHT,United States,N
4059,Private Wings Flugcharter,\N,8W,PWF,PRIVATE WINGS,Germany,N
4060,Privilege Style L,\N,NA,PVG,PRIVILEGE,Spain,N
4061,Pro Air,\N,NA,PRH,PROHAWK,United States,N
4062,Pro Air Service,\N,NA,PSZ,POP-AIR,United States,N
4063,Probiz Guinee,\N,NA,GIY,PROBIZ,Guinea,N
4064,Professional Express Courier Service,\N,NA,PAD,AIR PROFESSIONAL,United States,N
4065,Professione VOlare,\N,NA,PVL,VOLARE,Italy,N
4066,Proflight Commuter Services,\N,P0,NA,NA,Zambia,Y
4067,Promotora Industria Totolapa,\N,NA,PTT,TOTOLAPA,Mexico,N
4068,Propair,\N,NA,PRO,PROPAIR,Canada,N
4069,Propflight Air Services,\N,NA,PFZ,PROFLIGHT-ZAMBIA,Zambia,N
4070,Propheter Aviation,\N,NA,PPA,AIR PROP,United States,N
4071,Proteus Helicopteres,\N,NA,PTH,PROTEUS,France,N
4072,Providence Airline,\N,NA,PTL,PLANTATION,United States,N
4073,Providence Aviation Services,\N,NA,AWD,NA,Pakistan,N
4074,Provincial Airlines,\N,NA,SPR,SPEEDAIR,Canada,N
4075,Provincial Express,\N,NA,PRV,PROVINCIAL,Canada,N
4076,Pskovavia,\N,NA,PSW,PSKOVAVIA,Russia,N
4077,Psudiklat Perhubungan Udara/PLP,\N,NA,UDA,UDARA,Indonesia,N
4078,Ptarmigan Airways,\N,NA,PTA,PTARMIGAN,Canada,N
4079,Publiservicios Aereos,\N,NA,PSP,PUBLISERVICIOS,Mexico,N
4080,Publivoo,\N,NA,PUV,PUBLIVOO,Portugal,N
4081,Puerto Rico National Guard,\N,NA,PNG,NA,United States,N
4082,Puerto Vallarta Taxi Aereo,\N,NA,TXV,TAXIVALLARTA,Mexico,N
4083,Pulkovo Aircraft Services,\N,NA,PGH,NA,Russia,N
4084,Puma Linhas Aereas,\N,NA,PLY,PUMA BRASIL,Brazil,N
4085,Puntavia Air Services,\N,NA,PTV,PUNTAVIA,Djibouti,N
4086,Punto Fa,\N,NA,MGO,MANGO,Spain,N
4087,Pyramid Air Lines,\N,NA,PYR,PYAIR,Egypt,N
4088,Qanot Sharq,\N,NA,QNT,QANAT SHARQ,Uzbekistan,N
4089,Qantas,Qantas Airways,QF,QFA,QANTAS,Australia,Y
4090,Qatar Air Cargo,\N,NA,QAC,QATAR CARGO,Qatar,N
4091,Qatar Airways,\N,QR,QTR,QATARI,Qatar,Y
4092,Qatar Amiri Flight,\N,NA,QAF,AMIRI,Qatar,N
4093,Qeshm Air,\N,NA,IRQ,QESHM AIR,Iran,N
4094,Quantex Environmental,\N,NA,QTX,AIR QUANTEX,Canada,N
4095,Quebec Government Air Service,\N,NA,QUE,QUEBEC,Canada,N
4096,Queen Air,\N,NA,QNA,QUEEN AIR,Dominican Republic,N
4097,Quest Diagnostics,\N,NA,LBQ,LABQUEST,United States,N
4098,Quick Air Jet Charter,\N,NA,QAJ,DAGOBERT,Germany,N
4099,Quick Airways Holland,\N,NA,QAH,QUICK,Netherlands,N
4100,Quisqueya Airlines,\N,NA,QAS,QUISQUEYA,Haiti,N
4101,Qurinea Air Service,\N,NA,QAQ,QURINEA AIR,Libya,N
4102,Qwest Commuter Corporation,\N,NA,QCC,QWEST AIR,United States,N
4103,Qwestair,\N,NA,QWA,NA,Australia,N
4104,Qwila Air,\N,NA,QWL,Q-CHARTER,South Africa,N
4105,RA Jet Aeroservicios,\N,NA,RJT,RA JET,Mexico,N
4106,RACSA,\N,R6,NA,NA,Guatemala,Y
4107,RAF Barkston Heath,\N,NA,BKH,NA,United Kingdom,N
4108,Church Fenton Flying Training Unit,\N,NA,CFN,CHURCH FENTON,United Kingdom,N
4109,Coltishall Flying Training Unit,\N,NA,COH,COLT,United Kingdom,N
4110,Coningsby Flying Training Unit,\N,NA,CBY,TYPHOON,United Kingdom,N
4111,Cottesmore Flying Training Unit,\N,NA,COT,COTTESMORE,United Kingdom,N
4112,Cranwell Flying Training Unit,\N,NA,CWL,CRANWELL,United Kingdom,N
4113,Kinloss Flying Training Unit,\N,NA,KIN,KINLOSS,United Kingdom,Y
4114,Leeming Flying Training Unit,\N,NA,LEE,JAVELIN,United Kingdom,N
4115,RAF Leuchars,\N,NA,LCS,LEUCHARS,United Kingdom,N
4116,Linton-on-Ouse Flying Training Unit,\N,NA,LOP,LINTON ON OUSE,United Kingdom,N
4117,Lossiemouth Flying Training Unit,\N,NA,LOS,LOSSIE,United Kingdom,N
4118,Marham Flying Training Unit,\N,NA,MRH,MARHAM,United Kingdom,N
4119,Northwood Headquarters (RAF,\N,NA,NWO,NA,United Kingdom,N
4120,RAF Scampton,\N,NA,SMZ,SCAMPTON,United Kingdom,N
4121,RAF St Athan,\N,NA,STN,SAINT ATHAN,UNited Kingdom,N
4122,RAF St Mawgan Search and Rescue,\N,NA,SMG,NA,United Kingdom,N
4123,RAF Topcliffe Flying Training Unit,\N,NA,TOF,TOPCLIFFE,United Kingdom,N
4124,RAF Valley Flying Training Unit,\N,NA,VYT,ANGLESEY,United Kingdom,N
4125,RAF Valley SAR Training Unit,\N,NA,VLL,NA,United Kingdom,N
4126,Waddington FTU,\N,NA,WAD,VULCAN,United Kingdom,N
4127,Wittering FTU,\N,NA,WIT,STRIKER,United Kingdom,N
4128,RAF-Avia,\N,NA,MTL,MITAVIA,Latvia,N
4129,RAK Airways,\N,NA,RKM,RAKAIR,United Arab Emirates,N
4130,RWL Luftfahrtgesellschaft,\N,NA,RWL,RHEINTRAINER,Germany,N
4131,Rabbit-Air,\N,NA,RBB,RABBIT,Switzerland,N
4132,Race Cargo Airlines,\N,NA,ACE,Fastcargo,Ghana,N
4133,Rader Aviation,\N,NA,GBR,GREENBRIER AIR,United States,N
4134,Radixx Solutions International,\N,1D,NA,NA,United States,N
4135,Raji Airlines,\N,NA,RAJ,RAJI,Pakistan,N
4136,Raleigh Flying Service,\N,NA,RFA,RALEIGH SERVICE,United States,N
4137,Ram Air Freight,\N,NA,REX,RAM EXPRESS,United States,N
4138,Ram Aircraft Corporation,\N,NA,RMT,RAM FLIGHT,United States,N
4139,Ramp 66,\N,NA,PPK,PELICAN,United States,N
4140,Rangemile Limited,\N,NA,RGM,RANGEMILE,United Kingdom,N
4141,Raslan Air Service,\N,NA,MWR,RASLAN,Egypt,N
4142,Rath Aviaton,\N,NA,RAQ,RATH AVIATION,Austria,N
4143,Ratkhan Air,\N,NA,CSM,LORRY,Kazakhstan,N
4144,Raven Air,\N,NA,RVR,RAVEN,United Kingdom,N
4145,Raven Air,\N,NA,RVN,RAVEN U-S,United States,N
4146,Ray Aviation,\N,NA,REI,RAY AVIATION,Israel,N
4147,Raya Jet,\N,NA,RYT,NA,Jordan,N
4148,Raytheon Aircraft Company,\N,NA,RTN,RAYTHEON,United States,N
4149,Raytheon Corporate Jets,\N,NA,RCJ,NEWPIN,United Kingdom,N
4150,Raytheon Travel Air,\N,NA,KSS,KANSAS,United States,N
4151,Real Aero Club De Baleares,\N,NA,RCB,BALEARES,Spain,N
4152,Real Aero Club de Reus-Costa Dorado,\N,NA,CDT,AEROREUS,Spain,N
4153,Real Aeroclub De Ternerife,\N,NA,RCD,AEROCLUB,Spain,N
4154,Real Aviation,\N,NA,RLV,REAL,Ghana,N
4155,Rebus,\N,NA,REB,REBUS,Bulgaria,N
4156,Red Aviation,\N,NA,PSH,PASSION,United Kingdom,N
4157,Red Baron Aviation,\N,NA,RBN,RED BARON,United States,N
4158,Red Devils Parachute Display Team,\N,NA,DEV,RED DEVILS,United Kingdom,N
4159,Red Sea Aviation,\N,NA,RDV,RED AVIATION,Egypt,N
4160,Red Sky Ventures,\N,NA,RSV,RED SKY,Namibia,N
4161,Red Star,\N,NA,STR,STARLINE,United Arab Emirates,N
4162,Redhill Aviation,\N,8L,RHC,REDAIR,United Kingdom,N
4163,Reed Aviation,\N,NA,RAV,REED AVIATION,United Kingdom,N
4164,Reef Air,\N,NA,REF,REEF AIR,New Zealand,N
4165,Reem Air,\N,V4,REK,REEM AIR,Kyrgyzstan,N
4166,Reeve Aleutian Airways,\N,NA,RVV,REEVE,United States,N
4167,Regal Bahamas International Airways,\N,NA,RBH,CALYPSO,Bahamas,N
4168,Regency Airlines,\N,NA,RGY,REGENCY,United States,N
4169,Regent Air,\N,NA,RAH,REGENT,Canada,N
4170,Regio Air,\N,NA,RAG,GERMAN LINK,Germany,N
4171,Region Air,\N,NA,RGR,REGIONAIR,Canada,N
4172,Regional 1,\N,NA,TSH,TRANSCANADA,Canada,N
4173,Regional Air,\N,NA,RIL,NA,Mauritania,N
4174,Regional Air Express,\N,NA,REW,REGIONAL WINGS,Germany,N
4175,Regional Air Lines,\N,NA,RGL,MAROC REGIONAL,Morocco,N
4176,Regional Air Services,\N,NA,REG,REGIONAL SERVICES,Tanzania,N
4177,Regional Airlines,\N,FN,NA,NA,Morocco,Y
4178,Regional Express,\N,ZL,RXA,REX,Australia,Y
4179,Regional Geodata Air,\N,NA,JJM,GEODATA,Spain,N
4180,RegionsAir,\N,3C,CEA,CORP-X,United States,N
4181,Reliance Aviation,\N,NA,REL,RELIANCE AIR,United States,N
4182,Reliant Airlines,\N,NA,RLT,RELIANT,United States,N
4183,Relief Transport Services,\N,NA,RTS,RELIEF,United Kingdom,N
4184,Renan,\N,NA,RAN,RENAN,Moldova,N
4185,Reno Air,\N,QQ,ROA,RENO AIR,United States,N
4186,Renown Aviation,\N,NA,RGS,RENOWN,United States,N
4187,Republic Airlines,\N,RW,RPA,BRICKYARD,United States,Y
4188,Republic Express Airlines,\N,RH,RPH,PUBLIC EXPRESS,Indonesia,Y
4189,Republicair,\N,NA,RBC,REPUBLICAIR,Mexico,N
4190,Resort Air,\N,NA,RST,RESORT AIR,United States,N
4191,Rhoades Aviation,\N,NA,RDS,RHOADES EXPRESS,United States,N
4192,Riau Airlines,\N,NA,RIU,RIAU AIR,Indonesia,N
4193,Rich International Airways,\N,NA,RIA,RICHAIR,United States,N
4194,Richards Aviation,\N,NA,RVC,RIVER CITY,United States,N
4195,Richardson's Airway,\N,NA,RIC,RICHARDSON,United States,N
4196,Richland Aviation,\N,NA,RCA,RICHLAND,United States,N
4197,Rick Lucas Helicopters,\N,NA,HPR,HELIPRO,New Zealand,N
4198,Rico Linhas A,\N,C7,RLE,RICO,Brazil,N
4199,Ridder Avia,\N,NA,RID,AKRID,Kazakhstan,N
4200,Riga Airclub,\N,NA,RAK,SPORT CLUB,Latvia,N
4201,Rijnmond Air Services,\N,NA,RAZ,RIJNMOND,Netherland,N
4202,Rikspolisstyrelsen,\N,NA,POL,NA,Sweden,N
4203,Rimrock Airlines,\N,NA,RIM,RIMROCK,United States,N
4204,Rio Air Express,\N,NA,SKA,RIO EXPRESS,Brazil,N
4205,Rio Airways,\N,NA,REO,RIO,United States,N
4206,Rio Grande Air,\N,E2,GRN,GRANDE,United States,N
4207,Rio Sul Servi,\N,SL,RSL,RIO SUL,Brazil,N
4208,River Ministries Air Charter,\N,NA,RVM,RIVER,South Africa,N
4209,River State Government of Nigeria,\N,NA,RGP,GARDEN CITY,Nigeria,N
4210,Rivne Universal Avia,\N,NA,UNR,RIVNE UNIVERSAL,Ukraine,N
4211,Roadair Lines,\N,NA,RDL,ROADAIR,Canada,N
4212,Robinton Aero,\N,NA,RBT,ROBIN,Dominican Republic,N
4213,Roblex Aviation,\N,NA,ROX,ROBLEX,United States,N
4214,Rockwell Collins Avionics,\N,NA,RKW,ROCKWELL,United States,N
4215,Rocky Mountain Airlines,\N,NA,ROC,NA,Canada,N
4216,Rocky Mountain Airways,\N,NA,RMA,ROCKY MOUNTAIN,United States,N
